FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0006015,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006016,76641,-Pmax,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Mesoproterozoic,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006017,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006018,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0006020,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006022,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006019,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006021,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006023,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006024,76686,Puf,Pf,Permian felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Permian,LowerTriassic,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006025,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006026,76543,Czy,Czu,Cenozoic alluvium,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006027,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006028,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006029,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006030,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006032,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006033,76715,Sc,Ss,Silurian sedimentary rocks,Predominantly sedimentary rocks,Silurian,Pridoli,sedimentary,sedimentary_rock
GA_GUP2.5M_0006031,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006034,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006035,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006036,76554,Dc,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006037,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006038,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006039,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006040,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0006041,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006042,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006043,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006044,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006045,76641,-Pmax,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Mesoproterozoic,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006046,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006047,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006048,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006049,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0006050,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006051,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006052,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006053,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006054,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006055,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006056,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006057,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006058,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006059,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006060,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006061,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006062,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006063,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006064,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006065,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006066,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006068,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0006069,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006067,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006070,76521,EDc,EDs,Early Paleozoic sedimentary rocks,Predominantly sedimentary rocks,Paleozoic,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006071,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006072,76672,-Pnp,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ediacaran,sedimentary,sedimentary_rock
GA_GUP2.5M_0006073,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006076,76700,Rg,Rg,Triassic granites,Mainly felsic intrusive rocks,Triassic,UpperTriassic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006075,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006077,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006074,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006078,76641,-Pmax,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Mesoproterozoic,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006079,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006080,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006081,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0006082,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006083,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006084,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006085,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006086,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006087,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006088,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006089,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006090,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006091,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006092,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006093,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006094,76690,Plm,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006095,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006096,76690,Plm,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006098,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006099,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006097,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006100,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006101,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006102,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006105,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006106,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006103,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006104,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006107,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006108,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006109,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006110,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006111,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006112,76693,Puc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Lopingian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006113,76659,-Pmlm,My,Mesoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Mesoproterozoic,Ectasian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006114,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006116,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006118,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006115,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006117,76686,Puf,Pf,Permian felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Permian,LowerTriassic,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006120,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006119,76526,Cg,Cg,Carboniferous granites,Mainly felsic intrusive rocks,Carboniferous,Gzhelian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006121,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006122,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006123,76625,-Pmed,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Stenian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006126,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006124,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006125,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006127,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006128,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006129,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0006130,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006131,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006132,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006133,76543,Czy,Czu,Cenozoic alluvium,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006134,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0006135,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006137,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006138,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0006136,76700,Rg,Rg,Triassic granites,Mainly felsic intrusive rocks,Triassic,UpperTriassic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006139,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006140,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006141,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006142,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006143,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0006144,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006145,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
